"大字町丁目コード","地域名"
"012070238036","北海道帯広市西五条南三十六丁目"
"012070238037","北海道帯広市西五条南三十七丁目"
"012070238038","北海道帯広市西五条南三十八丁目"
"012070238039","北海道帯広市西五条南三十九丁目"
"012070238040","北海道帯広市西五条南四十丁目"
"012070238041","北海道帯広市西五条南四十一丁目"
"012070240017","北海道帯広市西六条南十七丁目"
"012070240018","北海道帯広市西六条南十八丁目"
"012070240019","北海道帯広市西六条南十九丁目"
"012070240020","北海道帯広市西六条南二十丁目"
"012070240021","北海道帯広市西六条南二十一丁目"
"012070240022","北海道帯広市西六条南二十二丁目"
"012070240023","北海道帯広市西六条南二十三丁目"
"012070240024","北海道帯広市西六条南二十四丁目"
"012070240025","北海道帯広市西六条南二十五丁目"
"012070240026","北海道帯広市西六条南二十六丁目"
"012070240027","北海道帯広市西六条南二十七丁目"
"012070240028","北海道帯広市西六条南二十八丁目"
"012070240029","北海道帯広市西六条南二十九丁目"
"012070240030","北海道帯広市西六条南三十丁目"
"012070240031","北海道帯広市西六条南三十一丁目"
"012070240032","北海道帯広市西六条南三十二丁目"
"012070240033","北海道帯広市西六条南三十三丁目"
"012070240034","北海道帯広市西六条南三十四丁目"
"012070240039","北海道帯広市西六条南三十九丁目"
"012070240040","北海道帯広市西六条南四十丁目"
"012070240041","北海道帯広市西六条南四十一丁目"
"012070242018","北海道帯広市西七条南十八丁目"
"012070242019","北海道帯広市西七条南十九丁目"
"012070242020","北海道帯広市西七条南二十丁目"
"012070242021","北海道帯広市西七条南二十一丁目"
"012070242022","北海道帯広市西七条南二十二丁目"
"012070242023","北海道帯広市西七条南二十三丁目"
"012070242024","北海道帯広市西七条南二十四丁目"
"012070242025","北海道帯広市西七条南二十五丁目"
"012070242026","北海道帯広市西七条南二十六丁目"
"012070242027","北海道帯広市西七条南二十七丁目"
"012070242028","北海道帯広市西七条南二十八丁目"
"012070242029","北海道帯広市西七条南二十九丁目"
"012070242030","北海道帯広市西七条南三十丁目"
"012070242031","北海道帯広市西七条南三十一丁目"
"012070242032","北海道帯広市西七条南三十二丁目"
"012070242033","北海道帯広市西七条南三十三丁目"
"012070242034","北海道帯広市西七条南三十四丁目"
"012070242039","北海道帯広市西七条南三十九丁目"
"012070242040","北海道帯広市西七条南四十丁目"
"012070242041","北海道帯広市西七条南四十一丁目"
"012070244024","北海道帯広市西八条南二十四丁目"
"012070244025","北海道帯広市西八条南二十五丁目"
"012070244026","北海道帯広市西八条南二十六丁目"
"012070244027","北海道帯広市西八条南二十七丁目"
"012070244028","北海道帯広市西八条南二十八丁目"
"012070244029","北海道帯広市西八条南二十九丁目"
"012070244030","北海道帯広市西八条南三十丁目"
"012070244031","北海道帯広市西八条南三十一丁目"
"012070244032","北海道帯広市西八条南三十二丁目"
"012070244033","北海道帯広市西八条南三十三丁目"
"012070244034","北海道帯広市西八条南三十四丁目"
"012070244039","北海道帯広市西八条南三十九丁目"
"012070244040","北海道帯広市西八条南四十丁目"
"012070246019","北海道帯広市西九条南十九丁目"
"012070246024","北海道帯広市西九条南二十四丁目"
"012070246025","北海道帯広市西九条南二十五丁目"
"012070246026","北海道帯広市西九条南二十六丁目"
"012070246027","北海道帯広市西九条南二十七丁目"
"012070246028","北海道帯広市西九条南二十八丁目"
"012070246029","北海道帯広市西九条南二十九丁目"
"012070246030","北海道帯広市西九条南三十丁目"
"012070246031","北海道帯広市西九条南三十一丁目"
"012070246032","北海道帯広市西九条南三十二丁目"
"012070246033","北海道帯広市西九条南三十三丁目"
"012070246034","北海道帯広市西九条南三十四丁目"
"012070246039","北海道帯広市西九条南三十九丁目"
"012070246040","北海道帯広市西九条南四十丁目"
"012070270029","北海道帯広市東一条南二十九丁目"
"012070270030","北海道帯広市東一条南三十丁目"
"012070272030","北海道帯広市東二条南三十丁目"
"012070274029","北海道帯広市東三条南二十九丁目"
"012070276028","北海道帯広市東四条南二十八丁目"
"012070276029","北海道帯広市東四条南二十九丁目"
"012070278027","北海道帯広市東五条南二十七丁目"
"012070322009","北海道帯広市緑ケ丘九丁目"
"012070326000","北海道帯広市南町南八線"
"012070327000","北海道帯広市南町南九線"
"012070350000","北海道帯広市南町南六線"
"012070351000","北海道帯広市南町"
"016430023000","北海道中川郡幕別町字依田"
"041010048001","宮城県仙台市青葉区栗生一丁目"
"041010048002","宮城県仙台市青葉区栗生二丁目"
"041010048003","宮城県仙台市青葉区栗生三丁目"
"041010048004","宮城県仙台市青葉区栗生四丁目"
"041010048005","宮城県仙台市青葉区栗生五丁目"
"041010048006","宮城県仙台市青葉区栗生六丁目"
"041010048007","宮城県仙台市青葉区栗生七丁目"
"041010072001","宮城県仙台市青葉区落合一丁目"
"041010072002","宮城県仙台市青葉区落合二丁目"
"041010072004","宮城県仙台市青葉区落合四丁目"
"041010072005","宮城県仙台市青葉区落合五丁目"
"041010072006","宮城県仙台市青葉区落合六丁目"
"041010077001","宮城県仙台市青葉区西花苑一丁目"
"041010077002","宮城県仙台市青葉区西花苑二丁目"
"052010042000","秋田県秋田市飯島長野中町"
"052010046000","秋田県秋田市飯島文京町"
"052010047000","秋田県秋田市飯島松根西町"
"052010048000","秋田県秋田市飯島松根東町"
"052010050001","秋田県秋田市飯島道東一丁目"
"052010132000","秋田県秋田市港北新町"
"052010150000","秋田県秋田市山王臨海町"
"052010172000","秋田県秋田市将軍野桂町"
"052010174001","秋田県秋田市将軍野東一丁目"
"052010174002","秋田県秋田市将軍野東二丁目"
"052010174003","秋田県秋田市将軍野東三丁目"
"052010174004","秋田県秋田市将軍野東四丁目"
"052010175001","秋田県秋田市将軍野南一丁目"
"052010175002","秋田県秋田市将軍野南二丁目"
"052010175003","秋田県秋田市将軍野南三丁目"
"052010175004","秋田県秋田市将軍野南四丁目"
"052010175005","秋田県秋田市将軍野南五丁目"
"052010176000","秋田県秋田市将軍野向山"
"052010186000","秋田県秋田市外旭川"
"052010188001","秋田県秋田市外旭川八柳一丁目"
"052010196004","秋田県秋田市土崎港北四丁目"
"052010196005","秋田県秋田市土崎港北五丁目"
"052010196006","秋田県秋田市土崎港北六丁目"
"052010196007","秋田県秋田市土崎港北七丁目"
"052010200003","秋田県秋田市土崎港中央三丁目"
"052010200005","秋田県秋田市土崎港中央五丁目"
"052010200006","秋田県秋田市土崎港中央六丁目"
"052010200007","秋田県秋田市土崎港中央七丁目"
"052010201003","秋田県秋田市土崎港西三丁目"
"052010201004","秋田県秋田市土崎港西四丁目"
"052010201005","秋田県秋田市土崎港西五丁目"
"052010202001","秋田県秋田市土崎港東一丁目"
"052010202002","秋田県秋田市土崎港東二丁目"
"052010202003","秋田県秋田市土崎港東三丁目"
"052010202004","秋田県秋田市土崎港東四丁目"
"052010203000","秋田県秋田市土崎港古川町"
"052010218000","秋田県秋田市寺内"
"052010219001","秋田県秋田市寺内油田一丁目"
"052010219002","秋田県秋田市寺内油田二丁目"
"052010219003","秋田県秋田市寺内油田三丁目"
"052010220000","秋田県秋田市寺内後城"
"052010221000","秋田県秋田市寺内鵜ノ木"
"052010222000","秋田県秋田市寺内大小路"
"052010223000","秋田県秋田市寺内大畑"
"052010224000","秋田県秋田市寺内神屋敷"
"052010225000","秋田県秋田市寺内高野"
"052010226001","秋田県秋田市寺内児桜一丁目"
"052010226002","秋田県秋田市寺内児桜二丁目"
"052010226003","秋田県秋田市寺内児桜三丁目"
"052010227001","秋田県秋田市寺内堂ノ沢一丁目"
"052010227002","秋田県秋田市寺内堂ノ沢二丁目"
"052010227003","秋田県秋田市寺内堂ノ沢三丁目"
"052010228001","秋田県秋田市寺内蛭根一丁目"
"052010228002","秋田県秋田市寺内蛭根二丁目"
"052010228003","秋田県秋田市寺内蛭根三丁目"
"052010229000","秋田県秋田市寺内焼山"
"052010286001","秋田県秋田市向浜一丁目"
"052010286002","秋田県秋田市向浜二丁目"
"052010288000","秋田県秋田市八橋"
"052010289001","秋田県秋田市八橋イサノ一丁目"
"052010289002","秋田県秋田市八橋イサノ二丁目"
"052010292001","秋田県秋田市八橋大畑一丁目"
"052010292002","秋田県秋田市八橋大畑二丁目"
"052010294000","秋田県秋田市八橋大道東"
"052010295001","秋田県秋田市八橋田五郎一丁目"
"052010295002","秋田県秋田市八橋田五郎二丁目"
"052010297006","秋田県秋田市八橋本町六丁目"
